model,stage,source,target,seed,checkpoint,best_source_epoch,ranking_mode,eval_negatives,num_target_users,num_target_items,embedding_dim,Recall@10,Recall@20,NDCG@10,NDCG@20,MRR@10,MRR@20,tie_case_ratio,all_equal_ratio,avg_tie_items,num_eval_users,tie_policy,eval_elapsed_sec,eval_users_per_sec,target_total_elapsed_sec
semantic_v0,zero_shot,amazon_movies_and_tv,amazon_cds_and_vinyl,2026,artifacts\checkpoints\semantic_align_item_amazon_movies_and_tv_to_amazon_cds_and_vinyl_seed2026.pt,18,sampled,100,15853,20082,4096,0.399861225004731,0.5869551504447108,0.21284005045890808,0.2599605321884155,0.1563003957271576,0.1691378504037857,0.0,0.0,1.0,15853,worst,2.3628219999991416,6709.35009069907,6.520298699997511
