model,stage,source,target,seed,checkpoint,best_source_epoch,ranking_mode,eval_negatives,num_target_users,num_target_items,embedding_dim,Recall@10,Recall@20,NDCG@10,NDCG@20,MRR@10,MRR@20,tie_case_ratio,all_equal_ratio,avg_tie_items,num_eval_users,tie_policy,eval_elapsed_sec,eval_users_per_sec,target_total_elapsed_sec
semantic_v0,zero_shot,amazon_movies_and_tv,amazon_cds_and_vinyl,2026,artifacts\checkpoints\semantic_final\semantic_amazon_movies_and_tv_seed2026.pt,57,sampled,100,15853,20082,4096,0.40585378161862107,0.586450514098278,0.21575245261192322,0.261277437210083,0.15816877782344818,0.17059272527694702,0.0,0.0,1.0,15853,worst,2.41117525100708,6574.80205695486,6.277099600003567
