model,stage,source,target,seed,semantic_checkpoint,continuous_checkpoint,checkpoint_kind,beta,beta_source,ranking_mode,eval_negatives,num_target_users,num_target_items,embedding_dim,dynamic_dim,Recall@10,Recall@20,NDCG@10,NDCG@20,MRR@10,MRR@20,tie_case_ratio,all_equal_ratio,avg_tie_items,num_eval_users,tie_policy,semantic_weight,pooling,recent_k,decay,score_norm,eval_elapsed_sec,eval_users_per_sec
continuous_late_fusion,zero_shot,amazon_movies_and_tv,amazon_cds_and_vinyl,2026,artifacts\checkpoints\semantic_final\semantic_amazon_movies_and_tv_seed2026.pt,artifacts\checkpoints\continuous_dynamic\semantic_conditioned_prior_enhanced_amazon_movies_and_tv_seed2026.pt,enhanced,0.1,results\mainline\amazon_movies_and_tv_to_amazon_cds_and_vinyl\continuous_late_fusion_predicted_amazon_movies_and_tv_seed2026_summary.json,sampled,100,15853,20082,4096,7,0.404024474862802,0.5845581277991547,0.2164536863565445,0.2619730234146118,0.1595909297466278,0.17201705276966095,0.0,0.0,1.0,15853,worst,1.0,decay,5,0.8,zscore,2.3960390090942383,6616.336353385509
