model,stage,source,target,seed,checkpoint,best_source_epoch,ranking_mode,eval_negatives,num_target_users,num_target_items,embedding_dim,Recall@10,Recall@20,NDCG@10,NDCG@20,MRR@10,MRR@20,tie_case_ratio,all_equal_ratio,avg_tie_items,num_eval_users,tie_policy,eval_elapsed_sec,eval_users_per_sec,target_total_elapsed_sec
semantic_v0,zero_shot,amazon_movies_and_tv,amazon_cds_and_vinyl,2026,artifacts\checkpoints\semantic_v0_amazon_movies_and_tv_seed2026.pt,29,sampled,100,15853,20082,4096,0.4150633949410206,0.5982463886961459,0.22347086668014526,0.26964765787124634,0.16543073952198029,0.17802895605564117,0.0,0.0,1.0,15853,worst,2.330464900005609,6802.505371336786,6.163009700016119
