model,stage,source,target,seed,semantic_checkpoint,prototype_bank,selection_summary,candidate_dynamic_source,ranking_mode,eval_negatives,num_target_users,num_target_items,Recall@10,Recall@20,NDCG@10,NDCG@20,MRR@10,MRR@20,tie_case_ratio,all_equal_ratio,avg_tie_items,num_eval_users,tie_policy,beta_sem,beta_dyn,top_m,temperature,semantic_score_norm,prototype_score_norm,dynamic_score_norm,eval_elapsed_sec,eval_users_per_sec,semantic_raw_mean,semantic_raw_std,semantic_raw_min,semantic_raw_max,semantic_raw_row_std_mean,semantic_raw_row_std_min,semantic_raw_row_std_max,semantic_mean,semantic_std,semantic_min,semantic_max,semantic_row_std_mean,semantic_row_std_min,semantic_row_std_max,prototype_semantic_mean,prototype_semantic_std,prototype_semantic_min,prototype_semantic_max,prototype_semantic_row_std_mean,prototype_semantic_row_std_min,prototype_semantic_row_std_max,prototype_dynamic_mean,prototype_dynamic_std,prototype_dynamic_min,prototype_dynamic_max,prototype_dynamic_row_std_mean,prototype_dynamic_row_std_min,prototype_dynamic_row_std_max,prototype_confidence_mean,prototype_confidence_std,prototype_confidence_min,prototype_confidence_max,prototype_top_similarity_mean,prototype_top_similarity_std,prototype_top_similarity_min,prototype_top_similarity_max,fused_mean,fused_std,fused_min,fused_max,fused_row_std_mean,fused_row_std_min,fused_row_std_max,protocol_target_interactions
sequence_dynamic_prototype,zero_shot,amazon_movies_and_tv,amazon_cds_and_vinyl,2026,artifacts\checkpoints\semantic_final\semantic_amazon_movies_and_tv_seed2026.pt,artifacts\prototypes\sequence_dynamic_amazon_movies_and_tv_M128_seed2026.pt,results\mainline\amt2acv\sequence_prototype_amazon_movies_and_tv_seed2026_summary.json,artifacts\checkpoints\continuous_dynamic\semantic_conditioned_prior_enhanced_amazon_movies_and_tv_seed2026.pt::enhanced,sampled,100,15853,20082,0.405853781618621,0.586450514098278,0.2157524526119232,0.261277437210083,0.1581687778234481,0.170592725276947,0.0,0.0,1.0,15853,worst,0.0,0.0,16,0.05,zscore,zscore,zscore,2.5295841693878174,6267.037955031388,4.958575248718262,2.257227897644043,-3.592503547668457,12.650962829589844,2.03577184677124,1.5536348819732666,3.01657509803772,3.6146381887647294e-08,0.9999999403953552,-4.233775615692139,3.596877098083496,1.0,0.9999998807907104,1.0000001192092896,7.848928618159334e-08,0.9999999403953552,-3.660951375961304,3.6008596420288086,1.0,0.999999701976776,1.0000001192092896,5.3113047293607e-09,1.0,-8.341233253479004,4.989581108093262,1.0,0.9999998807907104,1.0000001192092896,0.5909758806228638,0.2825222909450531,0.1107733249664306,0.930224061012268,0.8877328634262085,0.0439374074339866,0.7591315507888794,0.9501563906669616,3.6146381887647294e-08,0.9999999403953552,-4.233775615692139,3.596877098083496,1.0,0.9999998807907104,1.0000001192092896,forward_only_no_training_no_tuning
sequence_dynamic_prototype,zero_shot,amazon_movies_and_tv,amazon_cds_and_vinyl,2026,artifacts\checkpoints\semantic_final\semantic_amazon_movies_and_tv_seed2026.pt,artifacts\prototypes\sequence_dynamic_amazon_movies_and_tv_M128_seed2026.pt,results\mainline\amt2acv\sequence_prototype_amazon_movies_and_tv_seed2026_summary.json,artifacts\checkpoints\continuous_dynamic\semantic_conditioned_prior_enhanced_amazon_movies_and_tv_seed2026.pt::enhanced,sampled,100,15853,20082,0.404024474862802,0.585315082318804,0.2149101197719574,0.260579377412796,0.15763483941555023,0.17008090019226074,0.0,0.0,1.0,15853,worst,0.0,0.02,16,0.05,zscore,zscore,zscore,2.5723958015441895,6162.73747239191,4.958575248718262,2.257227897644043,-3.592503547668457,12.650962829589844,2.0357718467712402,1.5536348819732666,3.0165750980377197,3.6146381887647294e-08,0.9999999403953552,-4.233775615692139,3.596877098083496,1.0,0.9999998807907104,1.0000001192092896,7.848928618159334e-08,0.9999999403953552,-3.6609513759613037,3.6008596420288086,1.0,0.9999997019767761,1.0000001192092896,5.3113047293607e-09,1.0,-8.341233253479004,4.989581108093262,1.0,0.9999998807907104,1.0000001192092896,0.5909758806228638,0.2825222909450531,0.11077332496643066,0.9302240610122681,0.8877328634262085,0.043937407433986664,0.7591315507888794,0.9501563906669617,3.629391542858684e-08,1.002878189086914,-4.252076148986816,3.59013295173645,1.0028719902038574,0.9940103888511658,1.012500524520874,forward_only_no_training_no_tuning
