model,stage,source,target,seed,checkpoint,role_prior_checkpoint,best_source_epoch,ranking_mode,eval_negatives,num_target_users,num_target_items,embedding_dim,role_dim,role_alpha,Recall@10,Recall@20,NDCG@10,NDCG@20,MRR@10,MRR@20,tie_case_ratio,all_equal_ratio,avg_tie_items,num_eval_users,tie_policy,eval_elapsed_sec,eval_users_per_sec,target_total_elapsed_sec
role_enhanced_v1,zero_shot,amazon_movies_and_tv,amazon_cds_and_vinyl,2026,artifacts/checkpoints/role_enhanced_v1_amazon_movies_and_tv_seed2026.pt,artifacts\checkpoints\role_prior_amazon_movies_and_tv_seed2026.pt,6,sampled,100,15853,20082,4096,4,0.2,0.4159465085472781,0.5993818204756197,0.22491487860679626,0.2711305618286133,0.16701826453208923,0.1796167641878128,0.0,0.0,1.0,15853,worst,2.4438252449035645,6486.961386891465,6.262053728103638
