model,stage,source,target,seed,semantic_checkpoint,continuous_checkpoint,beta,beta_source,ranking_mode,eval_negatives,num_target_users,num_target_items,embedding_dim,dynamic_dim,Recall@10,Recall@20,NDCG@10,NDCG@20,MRR@10,MRR@20,tie_case_ratio,all_equal_ratio,avg_tie_items,num_eval_users,tie_policy,semantic_weight,pooling,recent_k,decay,score_norm,eval_elapsed_sec,eval_users_per_sec
continuous_late_fusion_v1,zero_shot,amazon_movies_and_tv,amazon_cds_and_vinyl,2026,artifacts\checkpoints\role_alpha0_control_amazon_movies_and_tv_seed2026.pt,artifacts\checkpoints\continuous_dynamic_prior_amazon_movies_and_tv_seed2026.pt,0.1,results\dynamic_role\continuous_late_fusion_predicted_amazon_movies_and_tv_seed2026_summary.json,sampled,100,15853,20082,4096,7,0.4161988267204945,0.6012111272314389,0.2267157882452011,0.27333709597587585,0.1692192405462265,0.18193507194519043,0.0,0.0,1.0,15853,worst,1.0,decay,5,0.8,zscore,2.5066146850585938,6324.46625901317
